title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Throw It Back,Chris Brown,spotify:track:2Tq8nmzmItBZu2zrgPCqXv,0.581,0.807,5.0,-4.06,0.0,0.0513,0.278,0.0,0.0927,0.629,89.979,2Tq8nmzmItBZu2zrgPCqXv,186667.0,4.0
All On Me,Chris Brown,spotify:track:47kU4szQk1l3GzUy9bz0YU,0.308,0.529,11.0,-6.279,0.0,0.0336,0.114,0.0,0.591,0.105,133.848,47kU4szQk1l3GzUy9bz0YU,231107.0,3.0
Sexy (feat. Trey Songz),"Chris Brown, Trey Songz",spotify:track:0Zpn0Wac2fL0uON7g6JuAR,0.541,0.561,9.0,-5.246,0.0,0.0563,0.176,0.0,0.138,0.315,158.161,0Zpn0Wac2fL0uON7g6JuAR,258227.0,4.0
Early 2K (feat. Tank),"Chris Brown, Tank",spotify:track:3n89C9aJ7bFT4jhjHTFLrV,0.637,0.707,10.0,-5.415,0.0,0.0479,0.024,0.0,0.163,0.427,89.913,3n89C9aJ7bFT4jhjHTFLrV,226667.0,4.0
Dear God,Chris Brown,spotify:track:2ZFkHSN7Lit7qYqoMyVAlY,0.731,0.379,5.0,-8.782,0.0,0.0645,0.15,0.0,0.147,0.551,100.059,2ZFkHSN7Lit7qYqoMyVAlY,242427.0,4.0
Part Of The Plan,Chris Brown,spotify:track:08sFG8OZ3EVSyHDshkGxzj,0.592,0.76,1.0,-4.761,1.0,0.045,0.0245,0.0,0.108,0.426,160.189,08sFG8OZ3EVSyHDshkGxzj,183000.0,4.0
Play Catch Up,Chris Brown,spotify:track:26tFjeOtXFNCqsClKjgkmN,0.685,0.745,5.0,-4.604,1.0,0.0402,0.0606,0.0,0.103,0.634,150.03,26tFjeOtXFNCqsClKjgkmN,180800.0,4.0
Million Dollar Baby,Ava Max,spotify:track:3pPN20syOYvbUuEiBpbenI,0.667,0.858,2.0,-2.268,0.0,0.0926,0.0367,1.47e-05,0.325,0.641,133.039,3pPN20syOYvbUuEiBpbenI,184295.0,4.0
Calm Down (with Selena Gomez),"Rema, Selena Gomez",spotify:track:0WtM2NBVQNNJLh6scP13H8,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,0WtM2NBVQNNJLh6scP13H8,239318.0,4.0
Victoria’s Secret,Jax,spotify:track:4svaKoxMMP7ImmKrD5hfQu,0.586,0.556,6.0,-7.639,1.0,0.0592,0.00655,0.0,0.0836,0.517,167.018,4svaKoxMMP7ImmKrD5hfQu,176125.0,4.0
u love u (feat. JVKE),"Jax, JVKE",spotify:track:48Pcx1enCxSC9C5ZCe3BlC,0.793,0.462,8.0,-8.147,1.0,0.132,0.211,0.0,0.558,0.754,160.115,48Pcx1enCxSC9C5ZCe3BlC,123568.0,4.0
OVER YOU,The Kid LAROI,spotify:track:23JVRF8F2C1TV2QDDNn213,0.454,0.718,8.0,-5.084,0.0,0.107,0.431,0.0,0.163,0.275,141.556,23JVRF8F2C1TV2QDDNn213,150888.0,4.0
NOT SOBER (feat. Polo G & Stunna Gambino),"The Kid LAROI, Polo G, Stunna Gambino",spotify:track:29t9XYOV65fFXiVzFFJgHH,0.671,0.639,2.0,-6.852,0.0,0.134,0.0928,0.0,0.0941,0.385,119.82,29t9XYOV65fFXiVzFFJgHH,216000.0,5.0
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",spotify:track:567e29TDzLwZwfDuEpGTwo,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,567e29TDzLwZwfDuEpGTwo,141806.0,4.0
SAME ENERGY,The Kid LAROI,spotify:track:0oSVZClSSfn4aacXvdmkuj,0.676,0.494,2.0,-7.077,1.0,0.261,0.135,0.0,0.0995,0.756,169.685,0oSVZClSSfn4aacXvdmkuj,93176.0,4.0
DON'T LEAVE ME (feat. G Herbo & Lil Durk),"The Kid LAROI, G Herbo, Lil Durk",spotify:track:2n1XN46reBpu5I9wDwzZMP,0.639,0.727,9.0,-5.23,0.0,0.0901,0.0917,0.0,0.111,0.256,75.992,2n1XN46reBpu5I9wDwzZMP,167966.0,4.0
BAD NEWS,The Kid LAROI,spotify:track:6oFJuAS9OYFfMRFJ08SI1S,0.55,0.533,10.0,-6.853,0.0,0.0441,0.071,0.0,0.12,0.171,87.48,6oFJuAS9OYFfMRFJ08SI1S,131365.0,4.0
STILL CHOSE YOU (feat. Mustard),"The Kid LAROI, Mustard",spotify:track:7xJqJxiM5f0BZQLWCbOuWz,0.724,0.5,5.0,-7.112,0.0,0.259,0.41,0.0,0.115,0.317,97.694,7xJqJxiM5f0BZQLWCbOuWz,171429.0,4.0
I DON'T KNOW,The Kid LAROI,spotify:track:7azFd0yynobtMV5yIlG5H0,0.53,0.673,0.0,-6.851,1.0,0.0584,0.0319,0.0,0.148,0.406,160.886,7azFd0yynobtMV5yIlG5H0,134303.0,4.0
ABOUT YOU,The Kid LAROI,spotify:track:5G7P83QgRGqnzJZmMJuxOH,0.632,0.508,6.0,-8.435,0.0,0.0842,0.0116,0.0,0.0992,0.0647,163.985,5G7P83QgRGqnzJZmMJuxOH,128895.0,4.0
LONELY AND F*CKED UP,The Kid LAROI,spotify:track:39KjdyH9mQhJ4rcrNNrXYa,0.752,0.631,7.0,-6.809,1.0,0.0495,0.0421,0.0,0.188,0.502,124.983,39KjdyH9mQhJ4rcrNNrXYa,162819.0,4.0
SITUATION,The Kid LAROI,spotify:track:4x5Xqnp2mJnHX2hwGOHbVS,0.754,0.836,8.0,-5.991,0.0,0.29,0.0551,0.0,0.265,0.244,76.528,4x5Xqnp2mJnHX2hwGOHbVS,104693.0,4.0
ATTENTION,The Kid LAROI,spotify:track:5JrljwNvTFN6y7b5a5Nzq7,0.878,0.583,8.0,-7.053,1.0,0.0729,0.0274,0.0,0.393,0.32,132.939,5JrljwNvTFN6y7b5a5Nzq7,104525.0,4.0
BEST FOR ME,The Kid LAROI,spotify:track:5TqyBpQregEG4VMK767HSB,0.536,0.482,2.0,-6.749,1.0,0.0311,0.553,0.0,0.123,0.185,90.966,5TqyBpQregEG4VMK767HSB,142418.0,4.0
PIKACHU,The Kid LAROI,spotify:track:6V6kANaDjDcFSOoLV6RRld,0.747,0.487,7.0,-7.064,1.0,0.125,0.0662,0.0,0.36,0.248,92.978,6V6kANaDjDcFSOoLV6RRld,133724.0,4.0
SO DONE,The Kid LAROI,spotify:track:5YnxnTS89l3FElIwfIAeSs,0.719,0.598,9.0,-6.254,1.0,0.077,0.232,0.0,0.115,0.303,142.592,5YnxnTS89l3FElIwfIAeSs,126521.0,4.0
TRAGIC (feat. Youngboy Never Broke Again & Internet Money),"The Kid LAROI, YoungBoy Never Broke Again, Internet Money",spotify:track:6ilmDtTR9yGrZCIOnMLNQy,0.779,0.642,8.0,-6.321,0.0,0.116,0.0383,0.0,0.2,0.388,82.363,6ilmDtTR9yGrZCIOnMLNQy,153147.0,4.0
ALWAYS DO,The Kid LAROI,spotify:track:7gCe88FGMlkyURLPxglbAo,0.762,0.426,8.0,-6.865,1.0,0.113,0.0442,0.0,0.0858,0.582,167.827,7gCe88FGMlkyURLPxglbAo,151705.0,4.0
FEEL SOMETHING (feat. Marshmello),"The Kid LAROI, Marshmello",spotify:track:7uIgmq5lixaNDaYcUDSsC3,0.523,0.609,1.0,-7.802,1.0,0.191,0.059,0.0,0.14,0.374,154.051,7uIgmq5lixaNDaYcUDSsC3,139041.0,4.0
"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)","The Kid LAROI, Machine Gun Kelly",spotify:track:0c34ovpXiMWWUbKX0IavIH,0.721,0.632,5.0,-6.695,0.0,0.0358,0.0693,0.0,0.291,0.296,92.057,0c34ovpXiMWWUbKX0IavIH,144860.0,4.0
WITHOUT YOU,The Kid LAROI,spotify:track:1KMkcUvF7m3SDChDOa7i5L,0.662,0.413,0.0,-7.357,1.0,0.0299,0.213,0.0,0.134,0.467,93.005,1KMkcUvF7m3SDChDOa7i5L,161385.0,4.0
BOOTY CALL (skit),The Kid LAROI,spotify:track:2fLfobBrRNolLyE3J5xcOG,0.773,0.398,2.0,-11.494,1.0,0.871,0.978,0.0,0.413,0.556,56.284,2fLfobBrRNolLyE3J5xcOG,56808.0,3.0
MAYBE,The Kid LAROI,spotify:track:3WzfXRam19wUFgssP4Zq6z,0.606,0.533,4.0,-4.833,0.0,0.077,0.00556,0.0,0.292,0.156,89.079,3WzfXRam19wUFgssP4Zq6z,174182.0,4.0
WRONG (feat. Lil Mosey),"The Kid LAROI, Lil Mosey",spotify:track:32cDvfCsazF1frFWcaMjc1,0.389,0.768,1.0,-4.765,1.0,0.256,0.038,0.0,0.119,0.334,90.146,32cDvfCsazF1frFWcaMjc1,183567.0,4.0
I WISH,The Kid LAROI,spotify:track:3A56JH6cQxacCZwTsptBzI,0.788,0.656,8.0,-6.974,0.0,0.047,0.0375,0.0,0.127,0.549,138.981,3A56JH6cQxacCZwTsptBzI,125571.0,4.0
NOT FAIR (feat. Corbin),"The Kid LAROI, Corbin",spotify:track:10XwT9r62bJtgK07aaitUk,0.412,0.657,6.0,-5.535,0.0,0.124,0.468,0.0,0.318,0.625,76.342,10XwT9r62bJtgK07aaitUk,166688.0,4.0
BATHROOM (skit),The Kid LAROI,spotify:track:4BhDYmhCmMZCUmPxjzWtDX,0.8,0.743,3.0,-9.05,0.0,0.912,0.94,0.0,0.774,0.593,116.899,4BhDYmhCmMZCUmPxjzWtDX,24940.0,5.0
GO (feat. Juice WRLD),"The Kid LAROI, Juice WRLD",spotify:track:4lH5L59hPQGr05aJyb2Q2E,0.487,0.74,6.0,-4.973,1.0,0.0944,0.157,0.0,0.612,0.522,73.779,4lH5L59hPQGr05aJyb2Q2E,181688.0,4.0
TELL ME WHY,The Kid LAROI,spotify:track:40DD3lGA9Xkp4InlWyqT9z,0.6,0.723,6.0,-4.928,0.0,0.158,0.109,0.0,0.167,0.463,149.881,40DD3lGA9Xkp4InlWyqT9z,195268.0,4.0
SAME THING,The Kid LAROI,spotify:track:2c5LB4wbweJ73WA8t0GxY6,0.662,0.659,6.0,-4.642,1.0,0.155,0.0225,0.0,0.107,0.363,135.95,2c5LB4wbweJ73WA8t0GxY6,124590.0,5.0
NEW GUY (skit),The Kid LAROI,spotify:track:4ptpUofmWMGsb8Xg1138L3,0.766,0.363,3.0,-12.35,1.0,0.949,0.977,9.1e-06,0.575,0.0529,85.494,4ptpUofmWMGsb8Xg1138L3,21938.0,4.0
ERASE U,The Kid LAROI,spotify:track:298My2E9vU1ihwi7deeeZM,0.75,0.641,7.0,-5.134,0.0,0.0353,0.0458,0.0,0.193,0.743,144.988,298My2E9vU1ihwi7deeeZM,109094.0,4.0
RUNNING,The Kid LAROI,spotify:track:6LRl4EPstQ6LyJmsltZoza,0.438,0.585,8.0,-5.425,0.0,0.0908,0.377,0.0,0.13,0.313,100.834,6LRl4EPstQ6LyJmsltZoza,135242.0,4.0
WISH YOU WELL (skit),The Kid LAROI,spotify:track:27jvPeF0CzGiIc6luvkQJT,0.619,0.256,7.0,-12.522,1.0,0.538,0.955,0.0,0.596,0.656,170.572,27jvPeF0CzGiIc6luvkQJT,35300.0,3.0
NEED YOU MOST (So Sick),The Kid LAROI,spotify:track:0wHxD9Aq67t0kBQjIIo6u3,0.63,0.707,5.0,-3.632,1.0,0.0508,0.0681,0.0,0.284,0.285,86.849,0wHxD9Aq67t0kBQjIIo6u3,135227.0,4.0
SELFISH,The Kid LAROI,spotify:track:2XnyJuFQPSQmhrncI7mNoO,0.373,0.539,1.0,-4.865,1.0,0.086,0.166,0.0,0.139,0.075,77.006,2XnyJuFQPSQmhrncI7mNoO,196202.0,1.0
ZITTI E BUONI,Måneskin,spotify:track:776AftMmFFAWUIEAb3lHhw,0.625,0.939,4.0,-3.115,0.0,0.0669,0.00138,0.0,0.424,0.644,102.999,776AftMmFFAWUIEAb3lHhw,194787.0,4.0
CORALINE,Måneskin,spotify:track:7HMz8o0m7ASQ3ImFPfhWTY,0.363,0.678,2.0,-4.939,0.0,0.0995,0.0299,0.0,0.324,0.321,162.124,7HMz8o0m7ASQ3ImFPfhWTY,300413.0,4.0
LIVIDI SUI GOMITI,Måneskin,spotify:track:1ITV1k9laGrWUpagayejMQ,0.474,0.95,7.0,-2.762,1.0,0.0898,0.00646,0.000397,0.177,0.67,176.491,1ITV1k9laGrWUpagayejMQ,165787.0,4.0
I WANNA BE YOUR SLAVE,Måneskin,spotify:track:4pt5fDVTg5GhEvEtlz9dKk,0.75,0.608,1.0,-4.008,1.0,0.0387,0.00165,0.0,0.178,0.958,132.507,4pt5fDVTg5GhEvEtlz9dKk,173347.0,4.0
IN NOME DEL PADRE,Måneskin,spotify:track:2uKWInHih8UkVBwgH6zuUm,0.469,0.941,7.0,-3.527,1.0,0.138,0.00298,0.000158,0.325,0.829,101.303,2uKWInHih8UkVBwgH6zuUm,219853.0,4.0
FOR YOUR LOVE,Måneskin,spotify:track:3ZeyEvTgSlKajHc0fckgZT,0.602,0.898,2.0,-3.789,0.0,0.0364,4.39e-05,0.000109,0.356,0.566,111.036,3ZeyEvTgSlKajHc0fckgZT,230707.0,4.0
LA PAURA DEL BUIO,Måneskin,spotify:track:2l7V3AuTxGuswKjGovaSEv,0.376,0.846,7.0,-4.126,1.0,0.0464,0.00537,8e-06,0.186,0.408,96.176,2l7V3AuTxGuswKjGovaSEv,209787.0,4.0
VENT'ANNI,Måneskin,spotify:track:6Vfo6O3hk38vDcSpazNo3p,0.635,0.641,4.0,-3.674,0.0,0.0329,0.18,0.0,0.0959,0.218,122.83,6Vfo6O3hk38vDcSpazNo3p,253587.0,4.0
Never Going Home,Kungs,spotify:track:0xfMlIW8lS40qvpsUw1l0X,0.836,0.846,0.0,-4.673,1.0,0.0392,0.0907,0.047,0.057,0.942,122.042,0xfMlIW8lS40qvpsUw1l0X,169945.0,4.0
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",spotify:track:1r9xUipOqoNwggBpENDsvJ,0.728,0.783,11.0,-4.424,0.0,0.266,0.237,0.0,0.434,0.555,77.011,1r9xUipOqoNwggBpENDsvJ,173381.0,4.0
Mood,Makar,spotify:track:4k6yZRw7M04gZE2uW12Cw6,0.673,0.408,5.0,-15.094,0.0,0.0554,0.48,0.305,0.13,0.407,125.003,4k6yZRw7M04gZE2uW12Cw6,151690.0,4.0
Miss You,southstar,spotify:track:2JgciX6HkDVwRAU8e8VmR6,0.657,0.579,9.0,-12.364,1.0,0.0462,0.166,0.000774,0.186,0.239,144.964,2JgciX6HkDVwRAU8e8VmR6,206897.0,4.0
Satellite,Khalid,spotify:track:1G9hDB1bmxz131N9svQ8pY,0.741,0.73,7.0,-7.07,1.0,0.0349,0.0279,0.000264,0.0851,0.725,124.001,1G9hDB1bmxz131N9svQ8pY,186515.0,4.0
Kiss Me,"Samra, TOPIC42",spotify:track:76SBSmc38qQQSpkgBenb8U,0.654,0.667,2.0,-6.27,1.0,0.264,0.195,0.0,0.424,0.738,145.867,76SBSmc38qQQSpkgBenb8U,166447.0,4.0
AUF AUF,Silbermond,spotify:track:2LvaSGU2sn5wIpJ8nCAAwQ,0.732,0.705,11.0,-4.149,0.0,0.0331,0.0255,0.00841,0.401,0.898,124.98,2LvaSGU2sn5wIpJ8nCAAwQ,165503.0,4.0
Sos,Nej,spotify:track:79djEw0Xr8GtyOEHAnHPkX,0.625,0.553,1.0,-6.678,0.0,0.159,0.427,0.0,0.145,0.525,110.599,79djEw0Xr8GtyOEHAnHPkX,192600.0,5.0
Ma colombe,Nej,spotify:track:0JKTwc3hkjyklHTs2j97kt,0.649,0.551,8.0,-7.975,0.0,0.0525,0.43,1.59e-06,0.183,0.286,133.2,0JKTwc3hkjyklHTs2j97kt,189187.0,5.0
Toxic Boy,Nej,spotify:track:0Hm4BMbSrWJAs5NUPsAOp9,0.871,0.497,6.0,-8.039,0.0,0.0479,0.136,0.0,0.112,0.457,106.033,0Hm4BMbSrWJAs5NUPsAOp9,195707.0,4.0
Paro,Nej,spotify:track:7BTwRzjCkjMJUEMmXvGPAR,0.592,0.605,0.0,-6.159,0.0,0.0432,0.342,0.00012,0.103,0.419,81.98,7BTwRzjCkjMJUEMmXvGPAR,204695.0,4.0
Double je,Nej,spotify:track:2zQUa8FR59YFBa2hrOVlYi,0.578,0.644,10.0,-6.692,0.0,0.175,0.369,0.0,0.0661,0.476,80.612,2zQUa8FR59YFBa2hrOVlYi,179907.0,4.0
Bahibek,Nej,spotify:track:4wyH5UjfDVTVlWkXYNI7b5,0.462,0.495,0.0,-6.636,1.0,0.105,0.449,0.0,0.124,0.308,78.268,4wyH5UjfDVTVlWkXYNI7b5,236853.0,4.0
Pars,"Nej, YL",spotify:track:5jUXcuSnOSxovXCk16xBOc,0.727,0.455,6.0,-10.156,0.0,0.186,0.421,0.0,0.225,0.223,111.859,5jUXcuSnOSxovXCk16xBOc,211000.0,3.0
J'ai mal,Nej,spotify:track:4XuDBe6hozG1jNxaxcPh3e,0.736,0.467,9.0,-9.239,0.0,0.0483,0.308,0.0,0.121,0.256,124.693,4XuDBe6hozG1jNxaxcPh3e,200973.0,4.0
Imagine,Nej,spotify:track:3qRhhYgJDll86szecFXFoO,0.51,0.247,0.0,-11.833,1.0,0.0498,0.912,0.0,0.113,0.364,85.458,3qRhhYgJDll86szecFXFoO,212733.0,4.0
dtf,CKay,spotify:track:4RAuM2qWLBDrNtzfz3bBKs,0.54,0.573,10.0,-7.02,1.0,0.166,0.546,0.00018,0.264,0.472,119.558,4RAuM2qWLBDrNtzfz3bBKs,211293.0,5.0
love nwantiti (ah ah ah),CKay,spotify:track:2Xr1dTzJee307rmrkt8c0g,0.727,0.739,8.0,-3.805,1.0,0.0411,0.365,0.00137,0.161,0.533,93.005,2Xr1dTzJee307rmrkt8c0g,145800.0,4.0
kalakuta,CKay,spotify:track:0X5yARwJLSCTFhuJTSXvFU,0.829,0.774,2.0,-4.789,0.0,0.0716,0.44,0.000619,0.149,0.74,109.999,0X5yARwJLSCTFhuJTSXvFU,159813.0,4.0
way (feat. DJ Lambo),"CKay, Dj Lambo",spotify:track:1aFnU8fcGS9EHUh36DJ8Ml,0.797,0.796,0.0,-4.017,1.0,0.151,0.41,3.75e-05,0.0929,0.432,116.129,1aFnU8fcGS9EHUh36DJ8Ml,152067.0,4.0
ski ski,CKay,spotify:track:4zuktTe9xqPyVutmY2a0ug,0.854,0.767,2.0,-2.048,0.0,0.0634,0.525,6.19e-05,0.101,0.542,115.027,4zuktTe9xqPyVutmY2a0ug,186773.0,4.0
oliver kahn (feat. Boj),"CKay, Boj",spotify:track:3eUi4fK8AxqpuAt086XBUv,0.757,0.662,6.0,-6.032,0.0,0.055,0.572,0.000233,0.125,0.501,95.96,3eUi4fK8AxqpuAt086XBUv,172653.0,4.0
like to party (feat. Blaqbonez),"CKay, Blaqbonez",spotify:track:0Ek3ppyjyEUD5z4qfXLaxc,0.811,0.826,9.0,-3.634,0.0,0.0845,0.541,1.91e-05,0.354,0.803,130.11,0Ek3ppyjyEUD5z4qfXLaxc,171813.0,4.0
beeni (feat. Barry Jhay),"CKay, Barry Jhay",spotify:track:17JuQJJwiZz8xLExCOf59u,0.567,0.756,4.0,-3.559,0.0,0.284,0.18,0.0,0.359,0.626,208.2,17JuQJJwiZz8xLExCOf59u,199027.0,4.0
Remedy,Leony,spotify:track:5JVA0t7r2Y7m9NaHmgaeiC,0.55,0.75,0.0,-3.289,1.0,0.146,0.0561,0.0,0.129,0.381,172.124,5JVA0t7r2Y7m9NaHmgaeiC,147410.0,4.0
Can't Get Enough (feat. Sahara Beck),"Purple Disco Machine, Sahara Beck",spotify:track:3YgNxDXPnYkPOVh1dfZFEX,0.684,0.788,10.0,-6.69,1.0,0.0392,0.0575,0.203,0.203,0.449,108.017,3YgNxDXPnYkPOVh1dfZFEX,260075.0,4.0
At The Disko,"Purple Disco Machine, Lorenz Rhode",spotify:track:1KaH1Dg1mJyf3ryvUUTA8n,0.715,0.753,4.0,-7.26,0.0,0.0511,0.139,0.0843,0.0917,0.906,122.04,1KaH1Dg1mJyf3ryvUUTA8n,270589.0,4.0
Fireworks (feat. Moss Kena & The Knocks),"Purple Disco Machine, Moss Kena, The Knocks",spotify:track:5Iv4HuT9pKPi5WuE2ii3vs,0.752,0.781,1.0,-5.493,0.0,0.0429,0.00687,2.73e-06,0.178,0.787,118.053,5Iv4HuT9pKPi5WuE2ii3vs,199476.0,4.0
Don't Stop,Purple Disco Machine,spotify:track:6kNzxFAHyAJMD1N15bA2IP,0.758,0.764,0.0,-6.565,1.0,0.0328,0.101,0.0157,0.133,0.623,120.997,6kNzxFAHyAJMD1N15bA2IP,248796.0,4.0
Dopamine (feat. Eyelar),"Purple Disco Machine, Eyelar",spotify:track:5JBtWpLoGO62gb5vax505b,0.689,0.797,11.0,-5.604,0.0,0.128,0.0537,0.0,0.212,0.855,117.982,5JBtWpLoGO62gb5vax505b,216092.0,4.0
I Remember,"Purple Disco Machine, Elderbrook",spotify:track:6in1bsdKMDWjSrWcPsTm4G,0.576,0.511,2.0,-9.184,1.0,0.0411,0.161,0.00594,0.0968,0.185,118.931,6in1bsdKMDWjSrWcPsTm4G,400978.0,4.0
Opposite of Crazy (feat. Bloom Twins),"Purple Disco Machine, Bloom Twins",spotify:track:7pf7MA09UDMXmLdHFjMtUc,0.544,0.506,0.0,-6.69,1.0,0.0556,0.111,0.0,0.0636,0.809,79.106,7pf7MA09UDMXmLdHFjMtUc,201735.0,4.0
Hypnotized,"Purple Disco Machine, Sophie and the Giants",spotify:track:1zsFr9rPcsMwRtqjDJJpnC,0.691,0.818,11.0,-5.297,0.0,0.0906,0.0993,0.000266,0.114,0.703,108.065,1zsFr9rPcsMwRtqjDJJpnC,195704.0,4.0
Loneliness (feat. Francesca Lombardo),"Purple Disco Machine, Francesca Lombardo",spotify:track:4pW9ulbaLjeq4BgNIB585p,0.766,0.667,10.0,-7.081,0.0,0.0354,0.0175,0.629,0.173,0.645,113.003,4pW9ulbaLjeq4BgNIB585p,318901.0,4.0
Hands to the Sky (feat. Fiorious & House Gospel Choir),"Purple Disco Machine, Fiorious, House Gospel Choir",spotify:track:12S6UtIBDKmSPI5MacyKVw,0.759,0.795,1.0,-5.906,0.0,0.206,0.00273,0.00023,0.326,0.847,118.058,12S6UtIBDKmSPI5MacyKVw,269340.0,4.0
Money Money,"Purple Disco Machine, Pink Flamingo Rhythm Revue",spotify:track:6nFCFSL2wOXBM4iHOwpa1y,0.741,0.742,0.0,-5.699,1.0,0.0382,0.0154,0.0024,0.265,0.945,119.998,6nFCFSL2wOXBM4iHOwpa1y,210211.0,4.0
Playbox,Purple Disco Machine,spotify:track:5Pc6PyIncHum3UybbwnHD9,0.651,0.908,10.0,-6.147,1.0,0.0366,0.00804,0.2,0.333,0.586,124.818,5Pc6PyIncHum3UybbwnHD9,230369.0,4.0
Exotica,"Purple Disco Machine, Mind Enterprises",spotify:track:09cxinOTMgxytfDqATaHro,0.71,0.797,1.0,-7.536,0.0,0.0438,0.0112,0.746,0.0753,0.442,121.815,09cxinOTMgxytfDqATaHro,384407.0,4.0
Wanna Feel Like A Lover (feat. Ed Mac),"Purple Disco Machine, Ed Mac",spotify:track:2mbtieEAhthHal4xOeUSlf,0.783,0.821,11.0,-6.132,0.0,0.0421,0.126,0.000152,0.454,0.645,108.99,2mbtieEAhthHal4xOeUSlf,289257.0,4.0
Tick Tock,"KALUMA, Blaikz, 5V3N",spotify:track:558h4smLhMmOrY1IWdQrjZ,0.761,0.729,9.0,-4.94,0.0,0.121,0.158,1.32e-05,0.182,0.489,108.037,558h4smLhMmOrY1IWdQrjZ,167593.0,4.0
Familia,Camila Cabello,spotify:track:2rynuKMLPkCXG8GV088JAa,0.403,0.0561,9.0,-15.328,1.0,0.0485,0.985,0.924,0.318,0.0,139.428,2rynuKMLPkCXG8GV088JAa,17812.0,3.0
Celia,Camila Cabello,spotify:track:7a2P3pskFZVe4wbvjT6NdX,0.735,0.634,9.0,-6.382,0.0,0.0802,0.154,2.33e-05,0.388,0.784,91.991,7a2P3pskFZVe4wbvjT6NdX,153094.0,4.0
psychofreak (feat. WILLOW),"Camila Cabello, WILLOW",spotify:track:705dwKmZCd7ImAUyyD6Mpm,0.629,0.64,7.0,-7.638,0.0,0.0752,0.342,1.17e-05,0.0928,0.448,179.989,705dwKmZCd7ImAUyyD6Mpm,201495.0,4.0
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",spotify:track:3lDSWvR0FXWGXo7mhDUs3v,0.756,0.697,8.0,-6.377,1.0,0.0401,0.182,0.0,0.333,0.956,94.996,3lDSWvR0FXWGXo7mhDUs3v,206071.0,4.0
La Buena Vida,Camila Cabello,spotify:track:47bzJjh9bAbo3s3NHSK4r8,0.476,0.636,7.0,-6.52,1.0,0.039,0.0343,0.0,0.0617,0.717,179.796,47bzJjh9bAbo3s3NHSK4r8,197330.0,3.0
Quiet,Camila Cabello,spotify:track:665Prhaf0Ob6J6p7SKpaQE,0.75,0.511,11.0,-9.143,1.0,0.124,0.132,0.0,0.222,0.449,90.011,665Prhaf0Ob6J6p7SKpaQE,163300.0,4.0
Boys Don't Cry,Camila Cabello,spotify:track:7iQyC3uyPcMjvUgcNqLtVl,0.52,0.586,1.0,-6.007,0.0,0.0565,0.385,0.0,0.23,0.302,71.68,7iQyC3uyPcMjvUgcNqLtVl,222852.0,4.0
Hasta Los Dientes,"Camila Cabello, Maria Becerra",spotify:track:2U0jWXrxJUzWVlLsHttAXJ,0.831,0.697,1.0,-5.298,0.0,0.0483,0.175,0.0,0.0757,0.964,120.047,2U0jWXrxJUzWVlLsHttAXJ,188561.0,4.0
No Doubt,Camila Cabello,spotify:track:5FLzLuPyBEppywIJprqwDz,0.69,0.767,4.0,-6.122,0.0,0.19,0.136,0.000913,0.28,0.591,174.221,5FLzLuPyBEppywIJprqwDz,190872.0,4.0
Don't Go Yet,Camila Cabello,spotify:track:49dBB2KMMmsSCIGVwwH0v3,0.666,0.796,10.0,-6.967,0.0,0.103,0.0492,0.0,0.0442,0.61,110.108,49dBB2KMMmsSCIGVwwH0v3,164842.0,4.0
Lola (feat. Yotuel),"Camila Cabello, Yotuel",spotify:track:0Wn8hKAvkTnqIKQHFezxJO,0.79,0.509,0.0,-6.353,0.0,0.0515,0.438,5.46e-06,0.0935,0.635,112.038,0Wn8hKAvkTnqIKQHFezxJO,185496.0,4.0
everyone at this party,Camila Cabello,spotify:track:43klOCoUcqtkNWCqQQvh9W,0.545,0.137,7.0,-14.803,1.0,0.0421,0.782,0.0,0.125,0.621,155.179,43klOCoUcqtkNWCqQQvh9W,168771.0,4.0
Afraid To Feel,LF SYSTEM,spotify:track:7FNpV3fwwrn8hABd9T9m05,0.578,0.912,1.0,-3.929,1.0,0.114,0.0166,0.00362,0.273,0.68,127.87,7FNpV3fwwrn8hABd9T9m05,177525.0,4.0
Afraid To Feel - Gerd Janson Remix,"LF SYSTEM, Gerd Janson",spotify:track:6XFBE65yP9kfuBFQUBihmZ,0.342,0.905,1.0,-10.023,1.0,0.0442,0.00331,0.302,0.136,0.751,127.984,6XFBE65yP9kfuBFQUBihmZ,224400.0,4.0
Afraid To Feel - Acoustic,LF SYSTEM,spotify:track:3V1nIy4HJA652SQ7Oz2ifh,0.38,0.658,8.0,-5.086,0.0,0.0359,0.406,0.0,0.316,0.569,93.29,3V1nIy4HJA652SQ7Oz2ifh,147000.0,4.0
